,tissueID,sampleDescription,vesselSerialNumber,fishNumber,repID,water,dateCollected,year,lattitude_decDeg,longitude_decDeg,site,siteDepthCode,stationDepth_m,depthCollect_m,sampleDepthMin_m,sampleDepthMax_m,waterLayerSampled,DCLdepth,thermoclineDepth_m,epilimnionDepth_m,hypolimnionDepth_m,collectionGear,collectionGearMesh_um,numberIndividualsCombined,individualSize_mm,individualSizeMax_mm,individualSizeMin_mm,tissueType,preservationMethod,lipidExtraction,acidifiedUnacidified,wellID,laboratory,equipment,sampleAmount_mg,areaN,percentN,areaN28,amplitudeN28,delta15N,TEF_N,TEF_C_SD,areaC,percentC,areaC45,amplitudeC45,delta13C,TEF_C,TEF_C_SD.1,H2amp,percentH,del2H,sd_delta2H,analysisFacility,equipmentUsed,analysisDate,analysisTime,Flag,Comment,Comment2,Group
3860,T1820,Deepwater sculpin,28.2013.071,0,C,Lake Ontario,5/31/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,160,50.85,NA,dorsalMuscle,Frozen then Dried,no,,,,,No,NA,12.87,NA,NA,17.48,NA,NA,NA,49.58,NA,,-24.51,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3862,T1821,Deepwater sculpin,28.2013.071,0,,Lake Ontario,5/31/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,136,26.66,NA,dorsalMuscle,Frozen then Dried,no,,,,,No,NA,12.55,NA,NA,17.29,NA,NA,NA,50.62,NA,,-24.77,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3864,T1822,Deepwater sculpin,28.2013.071,0,,Lake Ontario,5/31/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,149,34.63,NA,dorsalMuscle,Frozen then Dried,no,,,,,No,NA,13.41,NA,NA,16.84,NA,NA,NA,47.95,NA,,-24.21,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3866,T1823,Deepwater sculpin,28.2013.071,0,,Lake Ontario,5/31/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,153,37.25,NA,dorsalMuscle,Frozen then Dried,no,,,,,No,NA,10.06,NA,NA,16.92,NA,NA,NA,52.52,NA,,-26.41,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3868,T1824,Deepwater sculpin,28.2013.071,0,,Lake Ontario,5/31/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,140,26.75,NA,dorsalMuscle,Frozen then Dried,no,,,,,No,NA,13.01,NA,NA,17.13,NA,NA,NA,48.34,NA,,-24.06,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3870,T1825,Deepwater sculpin,28.2013.071,0,,Lake Ontario,5/31/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,105,11.24,NA,dorsalMuscle,Frozen then Dried,no,,,,,No,NA,13.61,NA,NA,17.19,NA,NA,NA,47.44,NA,,-24.24,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3872,T1826,Deepwater sculpin,28.2013.071,0,,Lake Ontario,5/31/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,85,5.18,NA,dorsalMuscle,Frozen then Dried,no,,,,,No,NA,13.28,NA,NA,17.46,NA,NA,NA,47.91,NA,,-24.17,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3874,T1827,Deepwater sculpin,28.2013.071,0,,Lake Ontario,5/31/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,75,4.1,NA,dorsalMuscle,Frozen then Dried,no,,,,,No,NA,13.63,NA,NA,17.58,NA,NA,NA,48.94,NA,,-24.17,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3876,T4578,Deepwater sculpin,15.2013.051,15.2013.051.121,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,136,29.5,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,12.02,NA,NA,17.79,NA,NA,NA,49.52,NA,,-24.76,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3878,T4579,Deepwater sculpin,15.2013.051,15.2013.051.122,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,115,20.1,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,12.6,NA,NA,17.31,NA,NA,NA,48.28,NA,,-24.58,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3880,T4580,Deepwater sculpin,15.2013.051,15.2013.051.123,A,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,142,35.8,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,12.76,NA,NA,17.56,NA,NA,NA,49.45,NA,,-24.56,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3882,T4580,Deepwater sculpin,15.2013.051,15.2013.051.123,B,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,142,35.8,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,12.65,NA,NA,17.33,NA,NA,NA,49.72,NA,,-24.76,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3884,T4580,Deepwater sculpin,15.2013.051,15.2013.051.123,C,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,142,35.8,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,12.77,NA,NA,17.41,NA,NA,NA,48.63,NA,,-24.57,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3886,T4581,Deepwater sculpin,15.2013.051,15.2013.051.124,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,88,7.6,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,13.58,NA,NA,16.99,NA,NA,NA,48.34,NA,,-24.04,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3888,T4582,Deepwater sculpin,15.2013.051,15.2013.051.125,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,116,19.9,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,12.83,NA,NA,17.13,NA,NA,NA,49.63,NA,,-24.56,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3890,T4583,Deepwater sculpin,15.2013.051,15.2013.051.126,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,122,20,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,12.32,NA,NA,17.29,NA,NA,NA,49.56,NA,,-24.43,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3892,T4584,Deepwater sculpin,15.2013.051,15.2013.051.127,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,118,16,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,13.11,NA,NA,17.53,NA,NA,NA,48.14,NA,,-24.26,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3894,T4585,Deepwater sculpin,15.2013.051,15.2013.051.128,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,148,39,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,12.61,NA,NA,17.3,NA,NA,NA,43.74,NA,,-23.7,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3896,T4586,Deepwater sculpin,15.2013.051,15.2013.051.129,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,142,29.4,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,16,NA,NA,16.93,NA,NA,NA,58,NA,,-24.15,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3898,T4587,Deepwater sculpin,15.2013.051,15.2013.051.130,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,126,23.8,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,11.76,NA,NA,16.93,NA,NA,NA,50.37,NA,,-25.08,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3900,T4588,Deepwater sculpin,15.2013.051,15.2013.051.131,A,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,140,33.1,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,12.95,NA,NA,17.58,NA,NA,NA,47.37,NA,,-24.09,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3902,T4588,Deepwater sculpin,15.2013.051,15.2013.051.131,C,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,140,33.1,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,12.63,NA,NA,18.05,NA,NA,NA,47.46,NA,,-24.31,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3904,T4589,Deepwater sculpin,15.2013.051,15.2013.051.132,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,135,27.8,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,10,NA,NA,17.06,NA,NA,NA,53.59,NA,,-26.41,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3906,T4590,Deepwater sculpin,15.2013.051,15.2013.051.133,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,135,30,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,12.73,NA,NA,16.76,NA,NA,NA,47.75,NA,,-24.58,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3908,T4591,Deepwater sculpin,15.2013.051,15.2013.051.134,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,130,27,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,12.38,NA,NA,17.32,NA,NA,NA,50.12,NA,,-24.74,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3910,T4592,Deepwater sculpin,15.2013.051,15.2013.051.135,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,114,17.2,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,11.41,NA,NA,17.46,NA,NA,NA,50.94,NA,,-25.34,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3912,T4593,Deepwater sculpin,15.2013.051,15.2013.051.136,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,136,33.8,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,11.3,NA,NA,17.29,NA,NA,NA,53.25,NA,,-25.71,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3914,T4594,Deepwater sculpin,15.2013.051,15.2013.051.137,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,137,27.6,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,12.02,NA,NA,16.96,NA,NA,NA,48.49,NA,,-25.08,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3916,T4595,Deepwater sculpin,15.2013.051,15.2013.051.138,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,126,20.4,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,12.92,NA,NA,17.61,NA,NA,NA,47.56,NA,,-24.17,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3918,T4596,Deepwater sculpin,15.2013.051,15.2013.051.139,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,120,20.5,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,11.17,NA,NA,17.06,NA,NA,NA,49.15,NA,,-25.19,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3920,T4597,Deepwater sculpin,15.2013.051,15.2013.051.140,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,131,29.1,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,12.76,NA,NA,17.29,NA,NA,NA,48.74,NA,,-24.59,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3922,T4598,Deepwater sculpin,15.2013.051,15.2013.051.141,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,119,19.7,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,11.53,NA,NA,16.24,NA,NA,NA,49.49,NA,,-25.32,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3924,T4599,Deepwater sculpin,15.2013.051,15.2013.051.142,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,110,15.8,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,12.99,NA,NA,16.79,NA,NA,NA,47.02,NA,,-23.99,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3926,T4600,Deepwater sculpin,15.2013.051,15.2013.051.143,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,124,20.3,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,12.63,NA,NA,17.56,NA,NA,NA,47.84,NA,,-24.19,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3928,T4601,Deepwater sculpin,15.2013.051,15.2013.051.144,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,118,18.6,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,12.62,NA,NA,16.72,NA,NA,NA,47.35,NA,,-24.44,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3930,T4602,Deepwater sculpin,15.2013.051,15.2013.051.145,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,111,16.4,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,13.27,NA,NA,16.6,NA,NA,NA,47.14,NA,,-24.01,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3932,T4603,Deepwater sculpin,15.2013.051,15.2013.051.146,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,101,11.3,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,13.59,NA,NA,16.7,NA,NA,NA,46.83,NA,,-23.92,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3934,T4604,Deepwater sculpin,15.2013.051,15.2013.051.147,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,108,13.9,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,13.48,NA,NA,17.31,NA,NA,NA,47.34,NA,,-24.14,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3936,T4605,Deepwater sculpin,15.2013.051,15.2013.051.148,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,147,30.6,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,11.13,NA,NA,16.82,NA,NA,NA,50.42,NA,,-25.32,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3938,T4606,Deepwater sculpin,15.2013.051,15.2013.051.149,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,107,12.4,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,13.9,NA,NA,17.16,NA,NA,NA,47.99,NA,,-23.79,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3940,T4607,Deepwater sculpin,15.2013.051,15.2013.051.150,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,120,18.9,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,11.03,NA,NA,16.96,NA,NA,NA,53.22,NA,,-26.04,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3942,T1801,Slimy sculpin,28.2013.071,0,,Lake Ontario,5/31/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,83,7.25,NA,dorsalMuscle,Frozen then Dried,no,,,,,No,NA,11.9,NA,NA,17.79,NA,NA,NA,47.43,NA,,-24.71,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3944,T1802,Slimy sculpin,28.2013.071,0,,Lake Ontario,5/31/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,52,1.73,NA,dorsalMuscle,Frozen then Dried,no,,,,,No,NA,11.52,NA,NA,17.3,NA,NA,NA,49.88,NA,,-24.82,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3946,T1803,Slimy sculpin,28.2013.071,0,,Lake Ontario,5/31/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,110,20.26,NA,dorsalMuscle,Frozen then Dried,no,,,,,No,NA,12.85,NA,NA,16.79,NA,NA,NA,45.97,NA,,-24.17,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3948,T1804,Slimy sculpin,28.2013.071,0,,Lake Ontario,5/31/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,79,5.57,NA,dorsalMuscle,Frozen then Dried,no,,,,,No,NA,10.98,NA,NA,17.82,NA,NA,NA,51.77,NA,,-25.34,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3950,T4354,Deepwater sculpin,28.2013.355,28.2013.355.009,,Lake Ontario,10/30/2013,2013,43.4975,-78.52316667,Thirty Mile Point,TMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,130,23.8,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,13.24,NA,NA,17.27,NA,NA,NA,46.33,NA,,-23.63,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3952,T4355,Deepwater sculpin,28.2013.355,28.2013.355.008,,Lake Ontario,10/30/2013,2013,43.4975,-78.52316667,Thirty Mile Point,TMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,154,35.8,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,12.96,NA,NA,16.49,NA,NA,NA,46.23,NA,,-24.11,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3954,T4356,Deepwater sculpin,28.2013.355,28.2013.355.007,,Lake Ontario,10/30/2013,2013,43.4975,-78.52316667,Thirty Mile Point,TMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,146,40.3,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,13.39,NA,NA,17.26,NA,NA,NA,45.34,NA,,-23.62,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3956,T4357,Deepwater sculpin,28.2013.355,28.2013.355.006,A,Lake Ontario,10/30/2013,2013,43.4975,-78.52316667,Thirty Mile Point,TMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,152,38.6,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,13.04,NA,NA,16.81,NA,NA,NA,48.15,NA,,-23.95,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3958,T4357,Deepwater sculpin,28.2013.355,28.2013.355.006,B,Lake Ontario,10/30/2013,2013,43.4975,-78.52316667,Thirty Mile Point,TMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,152,38.6,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,13.47,NA,NA,16.84,NA,NA,NA,48.28,NA,,-23.91,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3960,T4357,Deepwater sculpin,28.2013.355,28.2013.355.006,C,Lake Ontario,10/30/2013,2013,43.4975,-78.52316667,Thirty Mile Point,TMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,152,38.6,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,13.45,NA,NA,17.13,NA,NA,NA,47.68,NA,,-23.9,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3962,T4358,Deepwater sculpin,28.2013.355,28.2013.355.005,,Lake Ontario,10/30/2013,2013,43.4975,-78.52316667,Thirty Mile Point,TMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,167,47.4,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,11.24,NA,NA,17.59,NA,NA,NA,50.21,NA,,-25.42,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3964,T4359,Deepwater sculpin,28.2013.355,28.2013.355.004,,Lake Ontario,10/30/2013,2013,43.4975,-78.52316667,Thirty Mile Point,TMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,170,51.9,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,11.98,NA,NA,17.37,NA,NA,NA,50.25,NA,,-25.26,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3966,T4360,Deepwater sculpin,28.2013.355,28.2013.355.003,,Lake Ontario,10/30/2013,2013,43.4975,-78.52316667,Thirty Mile Point,TMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,169,68.9,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,13.55,NA,NA,17.56,NA,NA,NA,46.52,NA,,-23.78,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3968,T4361,Deepwater sculpin,28.2013.355,28.2013.355.002,,Lake Ontario,10/30/2013,2013,43.4975,-78.52316667,Thirty Mile Point,TMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,179,54.1,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,13.42,NA,NA,17.45,NA,NA,NA,47.76,NA,,-24.22,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3970,T4362,Deepwater sculpin,28.2013.355,28.2013.355.001,A,Lake Ontario,10/30/2013,2013,43.4975,-78.52316667,Thirty Mile Point,TMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,167,51.5,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,12.88,NA,NA,17.13,NA,NA,NA,48.9,NA,,-24.52,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3972,T4362,Deepwater sculpin,28.2013.355,28.2013.355.001,B,Lake Ontario,10/30/2013,2013,43.4975,-78.52316667,Thirty Mile Point,TMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,167,51.5,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,12.67,NA,NA,17.09,NA,NA,NA,49.1,NA,,-24.5,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3974,T4362,Deepwater sculpin,28.2013.355,28.2013.355.001,C,Lake Ontario,10/30/2013,2013,43.4975,-78.52316667,Thirty Mile Point,TMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,167,51.5,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,13.39,NA,NA,17.33,NA,NA,NA,47.77,NA,,-24.16,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3976,T4364,Deepwater sculpin,28.2013.355,28.2013.355.015,,Lake Ontario,10/30/2013,2013,43.4975,-78.52316667,Thirty Mile Point,TMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,90,7.1,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,12.26,NA,NA,16.85,NA,NA,NA,43.61,NA,,-23.81,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3978,T4373,Deepwater sculpin,28.2013.355,28.2013.355.014,,Lake Ontario,10/30/2013,2013,43.4975,-78.52316667,Thirty Mile Point,TMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,92,6.5,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,12.34,NA,NA,15.95,NA,NA,NA,47.95,NA,,-24.35,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3980,T4374,Deepwater sculpin,28.2013.355,28.2013.355.013,,Lake Ontario,10/30/2013,2013,43.4975,-78.52316667,Thirty Mile Point,TMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,112,13,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,12.75,NA,NA,17.22,NA,NA,NA,47.26,NA,,-24.03,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3982,T4375,Deepwater sculpin,28.2013.355,28.2013.355.012,,Lake Ontario,10/30/2013,2013,43.4975,-78.52316667,Thirty Mile Point,TMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,123,18,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,12.75,NA,NA,16.86,NA,NA,NA,47.11,NA,,-23.93,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3984,T4376,Deepwater sculpin,28.2013.355,28.2013.355.011,A,Lake Ontario,10/30/2013,2013,43.4975,-78.52316667,Thirty Mile Point,TMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,138,25.8,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,12.09,NA,NA,17.26,NA,NA,NA,49.57,NA,,-24.49,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
